通報時間,溫度設定 (°C),通報環境溫度 (°C),氣象觀測時間,警報狀態,通知狀態
2026-06-25 13:18:05,28.0,28.3,2026-06-25 13:00:00,高溫超標警報,即時觀測更新
2026-06-25 13:28:05,28.0,28.2,2026-06-25 13:10:00,高溫超標警報,即時觀測更新
2026-06-25 13:38:08,28.0,28.3,2026-06-25 13:20:00,高溫超標警報,即時觀測更新
2026-06-25 13:48:06,28.0,28.9,2026-06-25 13:30:00,高溫超標警報,即時觀測更新
2026-06-25 13:58:06,28.0,29.2,2026-06-25 13:40:00,高溫超標警報,即時觀測更新
2026-06-25 14:08:04,28.0,28.5,2026-06-25 13:50:00,高溫超標警報,即時觀測更新
2026-06-25 14:18:04,28.0,27.7,2026-06-25 14:00:00,正常 (未超標),即時觀測更新
2026-06-25 14:28:06,28.0,27.4,2026-06-25 14:10:00,正常 (未超標),即時觀測更新
2026-06-25 14:38:43,28.0,27.4,2026-06-25 14:20:00,正常 (未超標),即時觀測更新
2026-06-25 14:48:43,28.0,27.2,2026-06-25 14:30:00,正常 (未超標),即時觀測更新
2026-06-25 15:08:05,28.0,27.1,2026-06-25 14:50:00,正常 (未超標),即時觀測更新
2026-06-25 15:18:06,28.0,27.1,2026-06-25 15:00:00,正常 (未超標),即時觀測更新
2026-06-25 15:28:05,28.0,27.0,2026-06-25 15:10:00,正常 (未超標),即時觀測更新
2026-06-25 15:38:05,28.0,27.1,2026-06-25 15:20:00,正常 (未超標),即時觀測更新
2026-06-25 15:48:08,28.0,27.1,2026-06-25 15:30:00,正常 (未超標),即時觀測更新
2026-06-25 15:58:05,28.0,27.2,2026-06-25 15:40:00,正常 (未超標),即時觀測更新
2026-06-25 16:08:05,28.0,27.2,2026-06-25 15:50:00,正常 (未超標),即時觀測更新
2026-06-25 16:18:05,28.0,27.0,2026-06-25 16:00:00,正常 (未超標),即時觀測更新
2026-06-25 16:28:05,28.0,26.8,2026-06-25 16:10:00,正常 (未超標),即時觀測更新
2026-06-25 16:38:05,28.0,26.5,2026-06-25 16:20:00,正常 (未超標),即時觀測更新
2026-06-25 16:48:06,28.0,26.4,2026-06-25 16:30:00,正常 (未超標),即時觀測更新
2026-06-25 16:58:07,28.0,26.5,2026-06-25 16:40:00,正常 (未超標),即時觀測更新
2026-06-25 17:08:05,28.0,26.6,2026-06-25 16:50:00,正常 (未超標),即時觀測更新
2026-06-25 17:18:06,28.0,26.6,2026-06-25 17:00:00,正常 (未超標),即時觀測更新
2026-06-25 17:28:05,28.0,26.6,2026-06-25 17:10:00,正常 (未超標),即時觀測更新
2026-06-25 17:38:05,28.0,26.7,2026-06-25 17:20:00,正常 (未超標),即時觀測更新
2026-06-25 17:48:05,28.0,26.8,2026-06-25 17:30:00,正常 (未超標),即時觀測更新
2026-06-25 17:58:05,28.0,26.7,2026-06-25 17:40:00,正常 (未超標),即時觀測更新
2026-06-25 18:08:05,28.0,26.6,2026-06-25 17:50:00,正常 (未超標),即時觀測更新
2026-06-25 18:18:05,28.0,26.5,2026-06-25 18:00:00,正常 (未超標),即時觀測更新
2026-06-25 18:28:08,28.0,26.4,2026-06-25 18:10:00,正常 (未超標),即時觀測更新
2026-06-25 18:38:06,28.0,26.3,2026-06-25 18:20:00,正常 (未超標),即時觀測更新
2026-06-25 18:48:05,28.0,26.3,2026-06-25 18:30:00,正常 (未超標),即時觀測更新
2026-06-25 18:58:05,28.0,26.2,2026-06-25 18:40:00,正常 (未超標),即時觀測更新
2026-06-25 19:08:05,28.0,26.1,2026-06-25 18:50:00,正常 (未超標),即時觀測更新
2026-06-25 19:18:05,28.0,26.2,2026-06-25 19:00:00,正常 (未超標),即時觀測更新
2026-06-25 19:28:05,28.0,26.1,2026-06-25 19:10:00,正常 (未超標),即時觀測更新
2026-06-25 19:38:06,28.0,26.1,2026-06-25 19:20:00,正常 (未超標),即時觀測更新
2026-06-25 19:48:05,28.0,26.2,2026-06-25 19:30:00,正常 (未超標),即時觀測更新
2026-06-25 19:58:05,28.0,26.2,2026-06-25 19:40:00,正常 (未超標),即時觀測更新
2026-06-25 20:08:05,28.0,26.2,2026-06-25 19:50:00,正常 (未超標),即時觀測更新
2026-06-25 20:18:05,28.0,26.2,2026-06-25 20:00:00,正常 (未超標),即時觀測更新
2026-06-25 20:28:05,28.0,26.3,2026-06-25 20:10:00,正常 (未超標),即時觀測更新
2026-06-25 20:38:05,28.0,26.3,2026-06-25 20:20:00,正常 (未超標),即時觀測更新
2026-06-25 20:48:07,28.0,26.3,2026-06-25 20:30:00,正常 (未超標),即時觀測更新
2026-06-25 20:58:05,28.0,26.4,2026-06-25 20:40:00,正常 (未超標),即時觀測更新
2026-06-25 21:08:05,28.0,26.4,2026-06-25 20:50:00,正常 (未超標),即時觀測更新
2026-06-25 21:18:06,28.0,26.4,2026-06-25 21:00:00,正常 (未超標),即時觀測更新
2026-06-25 21:28:06,28.0,26.4,2026-06-25 21:10:00,正常 (未超標),即時觀測更新
2026-06-25 21:38:05,28.0,26.3,2026-06-25 21:20:00,正常 (未超標),即時觀測更新
2026-06-25 21:48:04,28.0,26.4,2026-06-25 21:30:00,正常 (未超標),即時觀測更新
2026-06-25 21:58:05,28.0,26.4,2026-06-25 21:40:00,正常 (未超標),即時觀測更新
2026-06-25 22:08:05,28.0,26.5,2026-06-25 21:50:00,正常 (未超標),即時觀測更新
2026-06-25 22:18:05,28.0,26.5,2026-06-25 22:00:00,正常 (未超標),即時觀測更新
2026-06-25 22:28:05,28.0,26.7,2026-06-25 22:10:00,正常 (未超標),即時觀測更新
2026-06-25 22:38:05,28.0,26.8,2026-06-25 22:20:00,正常 (未超標),即時觀測更新
2026-06-25 22:48:06,28.0,26.5,2026-06-25 22:30:00,正常 (未超標),即時觀測更新
2026-06-25 22:58:04,28.0,26.4,2026-06-25 22:40:00,正常 (未超標),即時觀測更新
2026-06-25 23:08:05,28.0,26.3,2026-06-25 22:50:00,正常 (未超標),即時觀測更新
2026-06-25 23:18:06,28.0,26.1,2026-06-25 23:00:00,正常 (未超標),即時觀測更新
2026-06-25 23:28:05,28.0,26.0,2026-06-25 23:10:00,正常 (未超標),即時觀測更新
2026-06-25 23:38:05,28.0,26.0,2026-06-25 23:20:00,正常 (未超標),即時觀測更新
2026-06-25 23:48:04,28.0,26.0,2026-06-25 23:30:00,正常 (未超標),即時觀測更新
2026-06-25 23:58:05,28.0,25.8,2026-06-25 23:40:00,正常 (未超標),即時觀測更新
2026-06-26 06:08:05,28.0,25.4,2026-06-26 05:50:00,正常 (未超標),即時觀測更新
2026-06-26 06:18:04,28.0,25.5,2026-06-26 06:00:00,正常 (未超標),即時觀測更新
2026-06-26 06:28:04,28.0,25.5,2026-06-26 06:10:00,正常 (未超標),即時觀測更新
2026-06-26 06:38:06,28.0,25.6,2026-06-26 06:20:00,正常 (未超標),即時觀測更新
2026-06-26 06:48:04,28.0,25.7,2026-06-26 06:30:00,正常 (未超標),即時觀測更新
2026-06-26 06:58:04,28.0,25.8,2026-06-26 06:40:00,正常 (未超標),即時觀測更新
2026-06-26 07:08:04,28.0,25.9,2026-06-26 06:50:00,正常 (未超標),即時觀測更新
2026-06-26 07:18:04,28.0,26.0,2026-06-26 07:00:00,正常 (未超標),即時觀測更新
2026-06-26 07:28:04,28.0,26.0,2026-06-26 07:10:00,正常 (未超標),即時觀測更新
2026-06-26 07:38:06,28.0,26.0,2026-06-26 07:20:00,正常 (未超標),即時觀測更新
2026-06-26 07:48:06,28.0,26.1,2026-06-26 07:30:00,正常 (未超標),即時觀測更新
2026-06-26 07:58:04,28.0,26.1,2026-06-26 07:40:00,正常 (未超標),即時觀測更新
2026-06-26 08:08:05,28.0,26.1,2026-06-26 07:50:00,正常 (未超標),即時觀測更新
2026-06-26 08:18:07,28.0,26.1,2026-06-26 08:00:00,正常 (未超標),即時觀測更新
2026-06-26 08:28:06,28.0,26.1,2026-06-26 08:10:00,正常 (未超標),即時觀測更新
2026-06-26 08:38:05,28.0,26.3,2026-06-26 08:20:00,正常 (未超標),即時觀測更新
2026-06-26 08:48:05,28.0,26.4,2026-06-26 08:30:00,正常 (未超標),即時觀測更新
2026-06-26 08:58:05,28.0,26.5,2026-06-26 08:40:00,正常 (未超標),即時觀測更新
2026-06-26 09:08:05,28.0,26.4,2026-06-26 08:50:00,正常 (未超標),即時觀測更新
2026-06-26 09:18:05,28.0,26.3,2026-06-26 09:00:00,正常 (未超標),即時觀測更新
2026-06-26 09:28:06,28.0,26.2,2026-06-26 09:10:00,正常 (未超標),即時觀測更新
2026-06-26 09:38:05,28.0,26.1,2026-06-26 09:20:00,正常 (未超標),即時觀測更新
2026-06-26 09:48:05,28.0,26.0,2026-06-26 09:30:00,正常 (未超標),即時觀測更新
2026-06-26 09:58:04,28.0,25.9,2026-06-26 09:40:00,正常 (未超標),即時觀測更新
2026-06-26 10:08:05,28.0,25.8,2026-06-26 09:50:00,正常 (未超標),即時觀測更新
2026-06-26 10:18:04,28.0,25.9,2026-06-26 10:00:00,正常 (未超標),即時觀測更新
2026-06-26 10:28:05,28.0,25.8,2026-06-26 10:10:00,正常 (未超標),即時觀測更新
2026-06-26 10:38:07,28.0,25.9,2026-06-26 10:20:00,正常 (未超標),即時觀測更新
2026-06-26 10:48:04,28.0,25.8,2026-06-26 10:30:00,正常 (未超標),即時觀測更新
2026-06-26 10:58:04,28.0,25.9,2026-06-26 10:40:00,正常 (未超標),即時觀測更新
2026-06-26 11:08:04,28.0,26.0,2026-06-26 10:50:00,正常 (未超標),即時觀測更新
2026-06-26 11:18:04,28.0,26.1,2026-06-26 11:00:00,正常 (未超標),即時觀測更新
2026-06-26 11:28:06,28.0,26.5,2026-06-26 11:10:00,正常 (未超標),即時觀測更新
2026-06-26 11:38:04,28.0,26.8,2026-06-26 11:20:00,正常 (未超標),即時觀測更新
2026-06-26 11:48:04,28.0,27.1,2026-06-26 11:30:00,正常 (未超標),即時觀測更新
2026-06-26 11:58:05,28.0,27.4,2026-06-26 11:40:00,正常 (未超標),即時觀測更新
2026-06-26 12:08:05,28.0,27.7,2026-06-26 11:50:00,正常 (未超標),即時觀測更新
2026-06-26 12:18:10,28.0,28.1,2026-06-26 12:00:00,高溫超標警報,即時觀測更新
2026-06-26 12:28:05,28.0,28.5,2026-06-26 12:10:00,高溫超標警報,即時觀測更新
2026-06-26 12:38:05,28.0,28.8,2026-06-26 12:20:00,高溫超標警報,即時觀測更新
2026-06-26 12:48:05,28.0,28.7,2026-06-26 12:30:00,高溫超標警報,即時觀測更新
2026-06-26 12:58:05,28.0,28.4,2026-06-26 12:40:00,高溫超標警報,即時觀測更新
2026-06-26 13:08:05,28.0,28.2,2026-06-26 12:50:00,高溫超標警報,即時觀測更新
2026-06-26 13:18:07,28.0,27.7,2026-06-26 13:00:00,正常 (未超標),即時觀測更新
2026-06-26 13:28:05,28.0,27.4,2026-06-26 13:10:00,正常 (未超標),即時觀測更新
2026-06-26 13:38:05,28.0,27.5,2026-06-26 13:20:00,正常 (未超標),即時觀測更新
2026-06-26 13:48:04,28.0,27.2,2026-06-26 13:30:00,正常 (未超標),即時觀測更新
2026-06-26 13:58:05,28.0,27.3,2026-06-26 13:40:00,正常 (未超標),即時觀測更新
2026-06-26 14:08:05,28.0,27.5,2026-06-26 13:50:00,正常 (未超標),即時觀測更新
2026-06-26 14:18:05,28.0,27.4,2026-06-26 14:00:00,正常 (未超標),即時觀測更新
2026-06-26 14:28:07,28.0,27.4,2026-06-26 14:10:00,正常 (未超標),即時觀測更新
2026-06-26 14:38:05,28.0,27.6,2026-06-26 14:20:00,正常 (未超標),即時觀測更新
2026-06-26 14:48:05,28.0,28.1,2026-06-26 14:30:00,高溫超標警報,即時觀測更新
2026-06-26 14:58:06,28.0,28.3,2026-06-26 14:40:00,高溫超標警報,即時觀測更新
2026-06-26 15:08:05,28.0,28.6,2026-06-26 14:50:00,高溫超標警報,即時觀測更新
2026-06-26 15:18:05,28.0,28.4,2026-06-26 15:00:00,高溫超標警報,即時觀測更新
2026-06-26 15:28:05,28.0,28.0,2026-06-26 15:10:00,正常 (未超標),即時觀測更新
2026-06-26 15:38:07,28.0,27.8,2026-06-26 15:20:00,正常 (未超標),即時觀測更新
2026-06-26 15:48:04,28.0,27.5,2026-06-26 15:30:00,正常 (未超標),即時觀測更新
2026-06-26 15:58:04,28.0,27.5,2026-06-26 15:40:00,正常 (未超標),即時觀測更新
2026-06-26 16:08:05,28.0,27.6,2026-06-26 15:50:00,正常 (未超標),即時觀測更新
2026-06-26 16:18:05,28.0,27.8,2026-06-26 16:00:00,正常 (未超標),即時觀測更新
2026-06-26 16:28:04,28.0,27.7,2026-06-26 16:10:00,正常 (未超標),即時觀測更新
2026-06-26 16:38:06,28.0,27.6,2026-06-26 16:20:00,正常 (未超標),即時觀測更新
2026-06-26 16:48:05,28.0,27.5,2026-06-26 16:30:00,正常 (未超標),即時觀測更新
2026-06-26 16:58:05,28.0,27.3,2026-06-26 16:40:00,正常 (未超標),即時觀測更新
2026-06-26 17:08:05,28.0,27.3,2026-06-26 16:50:00,正常 (未超標),即時觀測更新
2026-06-26 17:18:05,28.0,27.3,2026-06-26 17:00:00,正常 (未超標),即時觀測更新
2026-06-26 17:28:07,28.0,27.4,2026-06-26 17:10:00,正常 (未超標),即時觀測更新
2026-06-26 17:38:05,28.0,27.6,2026-06-26 17:20:00,正常 (未超標),即時觀測更新
2026-06-26 17:48:05,28.0,27.7,2026-06-26 17:30:00,正常 (未超標),即時觀測更新
2026-06-26 17:58:05,28.0,27.7,2026-06-26 17:40:00,正常 (未超標),即時觀測更新
2026-06-26 18:08:04,28.0,27.6,2026-06-26 17:50:00,正常 (未超標),即時觀測更新
2026-06-26 18:18:05,28.0,27.5,2026-06-26 18:00:00,正常 (未超標),即時觀測更新
2026-06-26 18:28:06,28.0,27.4,2026-06-26 18:10:00,正常 (未超標),即時觀測更新
2026-06-26 18:38:05,28.0,27.3,2026-06-26 18:20:00,正常 (未超標),即時觀測更新
2026-06-26 18:48:06,28.0,27.2,2026-06-26 18:30:00,正常 (未超標),即時觀測更新
2026-06-26 18:58:05,28.0,27.1,2026-06-26 18:40:00,正常 (未超標),即時觀測更新
2026-06-26 19:08:05,28.0,27.0,2026-06-26 18:50:00,正常 (未超標),即時觀測更新
2026-06-26 19:18:06,28.0,27.0,2026-06-26 19:00:00,正常 (未超標),即時觀測更新
2026-06-26 19:28:05,28.0,27.0,2026-06-26 19:10:00,正常 (未超標),即時觀測更新
2026-06-26 19:38:05,28.0,26.9,2026-06-26 19:20:00,正常 (未超標),即時觀測更新
2026-06-26 19:48:05,28.0,26.9,2026-06-26 19:30:00,正常 (未超標),即時觀測更新
2026-06-26 19:58:05,28.0,26.8,2026-06-26 19:40:00,正常 (未超標),即時觀測更新
2026-06-26 20:08:05,28.0,26.8,2026-06-26 19:50:00,正常 (未超標),即時觀測更新
2026-06-26 20:18:05,28.0,26.8,2026-06-26 20:00:00,正常 (未超標),即時觀測更新
2026-06-26 20:28:05,28.0,26.8,2026-06-26 20:10:00,正常 (未超標),即時觀測更新
2026-06-26 20:38:06,28.0,26.8,2026-06-26 20:20:00,正常 (未超標),即時觀測更新
2026-06-26 20:48:05,28.0,26.8,2026-06-26 20:30:00,正常 (未超標),即時觀測更新
2026-06-26 20:58:05,28.0,26.8,2026-06-26 20:40:00,正常 (未超標),即時觀測更新
2026-06-26 21:08:04,28.0,26.7,2026-06-26 20:50:00,正常 (未超標),即時觀測更新
2026-06-26 21:18:06,28.0,26.7,2026-06-26 21:00:00,正常 (未超標),即時觀測更新
2026-06-26 21:28:05,28.0,26.7,2026-06-26 21:10:00,正常 (未超標),即時觀測更新
2026-06-26 21:38:05,28.0,26.7,2026-06-26 21:20:00,正常 (未超標),即時觀測更新
2026-06-26 21:48:05,28.0,26.6,2026-06-26 21:30:00,正常 (未超標),即時觀測更新
2026-06-26 21:58:05,28.0,26.7,2026-06-26 21:40:00,正常 (未超標),即時觀測更新
2026-06-26 22:08:05,28.0,26.7,2026-06-26 21:50:00,正常 (未超標),即時觀測更新
2026-06-26 22:18:05,28.0,26.6,2026-06-26 22:00:00,正常 (未超標),即時觀測更新
2026-06-26 22:28:07,28.0,26.7,2026-06-26 22:10:00,正常 (未超標),即時觀測更新
2026-06-26 22:38:05,28.0,26.6,2026-06-26 22:20:00,正常 (未超標),即時觀測更新
2026-06-26 22:48:05,28.0,26.6,2026-06-26 22:30:00,正常 (未超標),即時觀測更新
2026-06-26 22:58:05,28.0,26.7,2026-06-26 22:40:00,正常 (未超標),即時觀測更新
2026-06-26 23:08:05,28.0,26.7,2026-06-26 22:50:00,正常 (未超標),即時觀測更新
2026-06-26 23:18:05,28.0,26.7,2026-06-26 23:00:00,正常 (未超標),即時觀測更新
2026-06-26 23:28:07,28.0,26.6,2026-06-26 23:10:00,正常 (未超標),即時觀測更新
2026-06-26 23:38:05,28.0,26.6,2026-06-26 23:20:00,正常 (未超標),即時觀測更新
2026-06-26 23:48:05,28.0,26.6,2026-06-26 23:30:00,正常 (未超標),即時觀測更新
2026-06-26 23:58:05,28.0,26.6,2026-06-26 23:40:00,正常 (未超標),即時觀測更新
2026-06-27 06:08:05,28.0,25.5,2026-06-27 05:50:00,正常 (未超標),即時觀測更新
2026-06-27 06:18:05,28.0,25.4,2026-06-27 06:00:00,正常 (未超標),即時觀測更新
2026-06-27 06:28:06,28.0,25.4,2026-06-27 06:10:00,正常 (未超標),即時觀測更新
2026-06-27 06:38:04,28.0,25.4,2026-06-27 06:20:00,正常 (未超標),即時觀測更新
2026-06-27 06:48:04,28.0,25.3,2026-06-27 06:30:00,正常 (未超標),即時觀測更新
2026-06-27 06:58:04,28.0,25.3,2026-06-27 06:40:00,正常 (未超標),即時觀測更新
2026-06-27 07:08:04,28.0,25.3,2026-06-27 06:50:00,正常 (未超標),即時觀測更新
2026-06-27 07:18:06,28.0,25.3,2026-06-27 07:00:00,正常 (未超標),即時觀測更新
2026-06-27 07:28:04,28.0,25.0,2026-06-27 07:10:00,正常 (未超標),即時觀測更新
2026-06-27 07:38:05,28.0,24.9,2026-06-27 07:20:00,正常 (未超標),即時觀測更新
2026-06-27 07:48:04,28.0,25.0,2026-06-27 07:30:00,正常 (未超標),即時觀測更新
2026-06-27 07:58:04,28.0,25.0,2026-06-27 07:40:00,正常 (未超標),即時觀測更新
2026-06-27 08:08:05,28.0,25.1,2026-06-27 07:50:00,正常 (未超標),即時觀測更新
2026-06-27 08:18:04,28.0,25.2,2026-06-27 08:00:00,正常 (未超標),即時觀測更新
2026-06-27 08:28:04,28.0,25.1,2026-06-27 08:10:00,正常 (未超標),即時觀測更新
2026-06-27 08:38:05,28.0,25.0,2026-06-27 08:20:00,正常 (未超標),即時觀測更新
2026-06-27 08:48:06,28.0,24.8,2026-06-27 08:30:00,正常 (未超標),即時觀測更新
2026-06-27 08:58:04,28.0,24.7,2026-06-27 08:40:00,正常 (未超標),即時觀測更新
2026-06-27 09:08:04,28.0,24.7,2026-06-27 08:50:00,正常 (未超標),即時觀測更新
2026-06-27 09:18:05,28.0,24.7,2026-06-27 09:00:00,正常 (未超標),即時觀測更新
2026-06-27 09:28:06,28.0,24.6,2026-06-27 09:10:00,正常 (未超標),即時觀測更新
2026-06-27 09:38:05,28.0,24.6,2026-06-27 09:20:00,正常 (未超標),即時觀測更新
2026-06-27 09:48:05,28.0,24.5,2026-06-27 09:30:00,正常 (未超標),即時觀測更新
2026-06-27 09:58:04,28.0,24.5,2026-06-27 09:40:00,正常 (未超標),即時觀測更新
2026-06-27 10:08:06,28.0,24.5,2026-06-27 09:50:00,正常 (未超標),即時觀測更新
2026-06-27 10:18:06,28.0,24.5,2026-06-27 10:00:00,正常 (未超標),即時觀測更新
2026-06-27 10:28:04,28.0,24.5,2026-06-27 10:10:00,正常 (未超標),即時觀測更新
2026-06-27 10:38:05,28.0,24.6,2026-06-27 10:20:00,正常 (未超標),即時觀測更新
2026-06-27 10:48:05,28.0,24.6,2026-06-27 10:30:00,正常 (未超標),即時觀測更新
2026-06-27 10:58:05,28.0,24.6,2026-06-27 10:40:00,正常 (未超標),即時觀測更新
2026-06-27 11:08:05,28.0,24.6,2026-06-27 10:50:00,正常 (未超標),即時觀測更新
2026-06-27 11:18:04,28.0,24.7,2026-06-27 11:00:00,正常 (未超標),即時觀測更新
2026-06-27 11:28:06,28.0,24.8,2026-06-27 11:10:00,正常 (未超標),即時觀測更新
2026-06-27 11:38:05,28.0,24.9,2026-06-27 11:20:00,正常 (未超標),即時觀測更新
2026-06-27 11:48:04,28.0,25.1,2026-06-27 11:30:00,正常 (未超標),即時觀測更新
2026-06-27 11:58:05,28.0,25.1,2026-06-27 11:40:00,正常 (未超標),即時觀測更新
2026-06-27 12:08:05,28.0,25.4,2026-06-27 11:50:00,正常 (未超標),即時觀測更新
2026-06-27 12:18:04,28.0,25.8,2026-06-27 12:00:00,正常 (未超標),即時觀測更新
2026-06-27 12:28:05,28.0,25.9,2026-06-27 12:10:00,正常 (未超標),即時觀測更新
2026-06-27 12:38:05,28.0,25.9,2026-06-27 12:20:00,正常 (未超標),即時觀測更新
2026-06-27 12:48:06,28.0,25.9,2026-06-27 12:30:00,正常 (未超標),即時觀測更新
2026-06-27 12:58:05,28.0,26.1,2026-06-27 12:40:00,正常 (未超標),即時觀測更新
2026-06-27 13:08:05,28.0,26.0,2026-06-27 12:50:00,正常 (未超標),即時觀測更新
2026-06-27 13:18:04,28.0,26.1,2026-06-27 13:00:00,正常 (未超標),即時觀測更新
2026-06-27 13:28:06,28.0,26.4,2026-06-27 13:10:00,正常 (未超標),即時觀測更新
2026-06-27 13:38:05,28.0,26.5,2026-06-27 13:20:00,正常 (未超標),即時觀測更新
2026-06-27 13:48:04,28.0,26.6,2026-06-27 13:30:00,正常 (未超標),即時觀測更新
2026-06-27 13:58:05,28.0,26.8,2026-06-27 13:40:00,正常 (未超標),即時觀測更新
2026-06-27 14:08:05,28.0,27.5,2026-06-27 13:50:00,正常 (未超標),即時觀測更新
2026-06-27 14:18:04,28.0,28.0,2026-06-27 14:00:00,正常 (未超標),即時觀測更新
2026-06-27 14:28:07,28.0,28.2,2026-06-27 14:10:00,高溫超標警報,即時觀測更新
2026-06-27 14:38:05,28.0,28.4,2026-06-27 14:20:00,高溫超標警報,即時觀測更新
2026-06-27 14:48:05,28.0,28.8,2026-06-27 14:30:00,高溫超標警報,即時觀測更新
2026-06-27 14:58:05,28.0,29.2,2026-06-27 14:40:00,高溫超標警報,即時觀測更新
2026-06-27 15:08:04,28.0,29.0,2026-06-27 14:50:00,高溫超標警報,即時觀測更新
2026-06-27 15:18:05,28.0,28.9,2026-06-27 15:00:00,高溫超標警報,即時觀測更新
2026-06-27 15:28:06,28.0,28.8,2026-06-27 15:10:00,高溫超標警報,即時觀測更新
2026-06-27 15:38:05,28.0,28.7,2026-06-27 15:20:00,高溫超標警報,即時觀測更新
2026-06-27 15:48:05,28.0,28.7,2026-06-27 15:30:00,高溫超標警報,即時觀測更新
2026-06-27 15:58:05,28.0,28.4,2026-06-27 15:40:00,高溫超標警報,即時觀測更新
2026-06-27 16:08:04,28.0,28.0,2026-06-27 15:50:00,正常 (未超標),即時觀測更新
