記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-28 13:28:04,30.5,2026-06-28 13:10:00,1782624484495
2026-06-28 13:38:05,30.8,2026-06-28 13:20:00,1782625085911
2026-06-28 13:48:04,31.2,2026-06-28 13:30:00,1782625684663
2026-06-28 13:58:04,31.2,2026-06-28 13:40:00,1782626284574
2026-06-28 14:08:04,30.8,2026-06-28 13:50:00,1782626884824
2026-06-28 14:18:04,30.5,2026-06-28 14:00:00,1782627484979
2026-06-28 14:28:04,30.5,2026-06-28 14:10:00,1782628084695
2026-06-28 14:38:06,30.1,2026-06-28 14:20:00,1782628686012
2026-06-28 14:48:04,30.4,2026-06-28 14:30:00,1782629284769
2026-06-28 14:58:04,31.8,2026-06-28 14:40:00,1782629884763
2026-06-28 15:08:04,33.1,2026-06-28 14:50:00,1782630484559
2026-06-28 15:18:04,33.4,2026-06-28 15:00:00,1782631084580
2026-06-28 15:28:04,33.3,2026-06-28 15:10:00,1782631684984
2026-06-28 15:38:06,33.1,2026-06-28 15:20:00,1782632286042
2026-06-28 15:48:04,33.1,2026-06-28 15:30:00,1782632884770
2026-06-28 15:58:04,32.7,2026-06-28 15:40:00,1782633484709
2026-06-28 16:08:05,32.1,2026-06-28 15:50:00,1782634085114
2026-06-28 16:18:04,31.6,2026-06-28 16:00:00,1782634684974
2026-06-28 16:28:05,31.5,2026-06-28 16:10:00,1782635285121
2026-06-28 16:38:06,31.4,2026-06-28 16:20:00,1782635886008
2026-06-28 16:48:04,31.0,2026-06-28 16:30:00,1782636484869
2026-06-28 16:58:04,30.8,2026-06-28 16:40:00,1782637084964
2026-06-28 17:08:04,30.6,2026-06-28 16:50:00,1782637684739
2026-06-28 17:18:06,30.4,2026-06-28 17:00:00,1782638286100
2026-06-28 17:28:04,30.2,2026-06-28 17:10:00,1782638884711
2026-06-28 17:38:06,29.9,2026-06-28 17:20:00,1782639486131
2026-06-28 17:48:04,29.8,2026-06-28 17:30:00,1782640084824
2026-06-28 17:58:05,29.7,2026-06-28 17:40:00,1782640685024
2026-06-28 18:08:04,29.5,2026-06-28 17:50:00,1782641284774
2026-06-28 18:18:05,29.4,2026-06-28 18:00:00,1782641885704
2026-06-28 18:28:06,29.3,2026-06-28 18:10:00,1782642486247
2026-06-28 18:38:04,29.2,2026-06-28 18:20:00,1782643084838
2026-06-28 18:48:05,29.0,2026-06-28 18:30:00,1782643685244
2026-06-28 18:58:04,29.0,2026-06-28 18:40:00,1782644284888
2026-06-28 19:08:05,28.9,2026-06-28 18:50:00,1782644885422
2026-06-28 19:18:05,28.8,2026-06-28 19:00:00,1782645485239
2026-06-28 19:28:05,28.7,2026-06-28 19:10:00,1782646085013
2026-06-28 19:38:06,28.7,2026-06-28 19:20:00,1782646686215
2026-06-28 19:48:05,28.6,2026-06-28 19:30:00,1782647285118
2026-06-28 19:58:05,28.5,2026-06-28 19:40:00,1782647885180
2026-06-28 20:08:04,28.5,2026-06-28 19:50:00,1782648484970
2026-06-28 20:18:05,28.4,2026-06-28 20:00:00,1782649085176
2026-06-28 20:28:04,28.3,2026-06-28 20:10:00,1782649684791
2026-06-28 20:38:06,28.3,2026-06-28 20:20:00,1782650286299
2026-06-28 20:48:05,28.2,2026-06-28 20:30:00,1782650885006
2026-06-28 20:58:04,28.2,2026-06-28 20:40:00,1782651484699
2026-06-28 21:08:04,28.1,2026-06-28 20:50:00,1782652084001
2026-06-28 21:18:04,28.1,2026-06-28 21:00:00,1782652684265
2026-06-28 21:28:03,28.0,2026-06-28 21:10:00,1782653283919
2026-06-28 21:38:05,28.0,2026-06-28 21:20:00,1782653885387
2026-06-28 21:48:04,27.9,2026-06-28 21:30:00,1782654484089
2026-06-28 21:58:04,27.8,2026-06-28 21:40:00,1782655084520
2026-06-28 22:08:04,27.8,2026-06-28 21:50:00,1782655684347
2026-06-28 22:18:04,27.8,2026-06-28 22:00:00,1782656284323
2026-06-28 22:28:04,27.6,2026-06-28 22:10:00,1782656884044
2026-06-28 22:38:05,27.4,2026-06-28 22:20:00,1782657485341
2026-06-28 22:48:04,27.4,2026-06-28 22:30:00,1782658084384
2026-06-28 22:58:03,27.3,2026-06-28 22:40:00,1782658683908
2026-06-28 23:08:04,27.2,2026-06-28 22:50:00,1782659284275
2026-06-28 23:18:04,27.2,2026-06-28 23:00:00,1782659884638
2026-06-28 23:28:04,27.1,2026-06-28 23:10:00,1782660484101
2026-06-28 23:38:04,27.0,2026-06-28 23:20:00,1782661084807
2026-06-28 23:48:04,26.9,2026-06-28 23:30:00,1782661684449
2026-06-28 23:58:04,26.8,2026-06-28 23:40:00,1782662284238
