記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-18 13:38:03,32.7,2026-06-18 13:20:00,1781761083041
2026-06-18 13:48:03,32.7,2026-06-18 13:30:00,1781761683043
2026-06-18 13:58:03,32.4,2026-06-18 13:40:00,1781762283009
2026-06-18 14:08:03,32.6,2026-06-18 13:50:00,1781762883111
2026-06-18 14:18:03,32.0,2026-06-18 14:00:00,1781763483083
2026-06-18 14:28:02,32.2,2026-06-18 14:10:00,1781764082907
2026-06-18 14:38:03,32.2,2026-06-18 14:20:00,1781764683982
2026-06-18 14:48:04,32.1,2026-06-18 14:30:00,1781765284037
2026-06-18 14:58:02,31.8,2026-06-18 14:40:00,1781765882854
2026-06-18 15:08:02,31.8,2026-06-18 14:50:00,1781766482934
2026-06-18 15:18:03,31.8,2026-06-18 15:00:00,1781767083113
2026-06-18 15:28:03,31.3,2026-06-18 15:10:00,1781767683297
2026-06-18 15:38:04,31.2,2026-06-18 15:20:00,1781768284086
2026-06-18 15:48:03,31.3,2026-06-18 15:30:00,1781768883115
2026-06-18 15:58:03,31.3,2026-06-18 15:40:00,1781769483024
2026-06-18 16:08:02,31.2,2026-06-18 15:50:00,1781770082885
2026-06-18 16:18:03,31.1,2026-06-18 16:00:00,1781770683580
2026-06-18 16:28:04,31.0,2026-06-18 16:10:00,1781771284424
2026-06-18 16:38:02,30.6,2026-06-18 16:20:00,1781771882941
2026-06-18 16:48:03,30.5,2026-06-18 16:30:00,1781772483195
2026-06-18 16:58:03,30.4,2026-06-18 16:40:00,1781773083017
2026-06-18 17:08:03,30.1,2026-06-18 16:50:00,1781773683176
2026-06-18 17:18:03,30.0,2026-06-18 17:00:00,1781774283032
2026-06-18 17:28:03,29.9,2026-06-18 17:10:00,1781774883109
2026-06-18 17:38:04,29.7,2026-06-18 17:20:00,1781775484138
2026-06-18 17:48:03,29.6,2026-06-18 17:30:00,1781776083005
2026-06-18 17:58:03,29.5,2026-06-18 17:40:00,1781776683432
2026-06-18 18:08:02,29.4,2026-06-18 17:50:00,1781777282998
2026-06-18 18:18:04,29.3,2026-06-18 18:00:00,1781777884221
2026-06-18 18:28:03,29.2,2026-06-18 18:10:00,1781778483025
2026-06-18 18:38:02,29.1,2026-06-18 18:20:00,1781779082964
2026-06-18 18:48:03,28.9,2026-06-18 18:30:00,1781779683188
2026-06-18 18:58:04,28.8,2026-06-18 18:40:00,1781780284050
2026-06-18 19:08:03,28.6,2026-06-18 18:50:00,1781780883260
2026-06-18 19:18:06,28.5,2026-06-18 19:00:00,1781781486300
2026-06-18 19:28:02,28.3,2026-06-18 19:10:00,1781782082955
2026-06-18 19:38:04,28.2,2026-06-18 19:20:00,1781782684248
2026-06-18 19:48:03,28.0,2026-06-18 19:30:00,1781783283080
2026-06-18 19:58:03,27.9,2026-06-18 19:40:00,1781783883188
2026-06-18 20:08:03,27.8,2026-06-18 19:50:00,1781784483438
2026-06-18 20:18:04,27.7,2026-06-18 20:00:00,1781785084135
2026-06-18 20:28:03,27.7,2026-06-18 20:10:00,1781785683310
2026-06-18 20:38:03,27.6,2026-06-18 20:20:00,1781786283076
2026-06-18 20:48:03,27.6,2026-06-18 20:30:00,1781786883465
2026-06-18 20:58:03,27.5,2026-06-18 20:40:00,1781787483226
2026-06-18 21:08:03,27.4,2026-06-18 20:50:00,1781788083321
2026-06-18 21:18:04,27.3,2026-06-18 21:00:00,1781788684345
2026-06-18 21:28:03,27.2,2026-06-18 21:10:00,1781789283671
2026-06-18 21:38:03,27.2,2026-06-18 21:20:00,1781789883222
2026-06-18 21:48:04,27.1,2026-06-18 21:30:00,1781790484522
2026-06-18 21:58:03,27.1,2026-06-18 21:40:00,1781791083257
2026-06-18 22:08:03,27.0,2026-06-18 21:50:00,1781791683300
2026-06-18 22:18:04,27.0,2026-06-18 22:00:00,1781792284741
2026-06-18 22:28:03,26.8,2026-06-18 22:10:00,1781792883360
2026-06-18 22:38:03,26.8,2026-06-18 22:20:00,1781793483315
2026-06-18 22:48:03,26.8,2026-06-18 22:30:00,1781794083258
2026-06-18 22:58:03,26.8,2026-06-18 22:40:00,1781794683335
2026-06-18 23:08:03,26.7,2026-06-18 22:50:00,1781795283478
2026-06-18 23:18:04,26.6,2026-06-18 23:00:00,1781795884654
2026-06-18 23:28:03,26.4,2026-06-18 23:10:00,1781796483299
2026-06-18 23:38:03,26.3,2026-06-18 23:20:00,1781797083254
2026-06-18 23:48:03,26.3,2026-06-18 23:30:00,1781797683478
2026-06-18 23:58:03,26.3,2026-06-18 23:40:00,1781798283365
